                0                 0                 2 
              0.1          0.198669           1.96013 
              0.2          0.389418           1.84212 
             0.35          0.644218           1.52968 
              0.5          0.841471            1.0806 
         0.694341          0.983463          0.362219 
         0.888682          0.978741         -0.410202 
          1.07842          0.833141          -1.10612 
          1.26815          0.569005          -1.64467 
          1.47578          0.188891            -1.964 
          1.68341          -0.22333          -1.94949 
          1.88965         -0.595351          -1.60693 
          2.09588         -0.867511         -0.994837 
          2.28142         -0.988839         -0.297971 
          2.46696         -0.975561          0.439457 
          2.65929         -0.821829           1.13947 
          2.85161         -0.547998           1.67296 
          3.05869         -0.165056           1.97257 
          3.26576          0.245795           1.93864 
          3.47227          0.614182           1.57833 
          3.67877          0.879284          0.952595 
          3.86409          0.992098          0.250926 
          4.04942          0.970174         -0.484821 
          4.24222          0.807756          -1.17904 
          4.43503          0.526708          -1.70009 
          4.64184          0.140631          -1.98012 
          4.84865         -0.269166          -1.92619 
          5.05374         -0.630898          -1.55173 
          5.25884         -0.887961         -0.919836 
          5.44418         -0.994259         -0.214005 
          5.62953         -0.965488          0.520898 
          5.82268          -0.79621           1.21004 
          6.01584         -0.509583           1.72084 
          6.22245         -0.121163           1.98527 
          6.42907          0.287654           1.91547 
          6.63311          0.644107           1.52987 
          6.83715          0.894778          0.893024 
          7.02252           0.99576          0.183975 
           7.2079          0.961434         -0.550074 
          7.40134          0.786599          -1.23493 
          7.59478          0.495487          -1.73723 
          7.80125          0.105264          -1.98889 
          8.00772         -0.302654           -1.9062 
          8.21094         -0.654803           -1.5116 
          8.41417         -0.900261         -0.870703 
          8.59956         -0.996831         -0.159099 
          8.78496         -0.957911          0.574129 
          8.97865         -0.778489           1.25532 
          9.17234         -0.483697           1.75047 
          9.37869        -0.0920496           1.99151 
          9.58504          0.315055           1.89815 
          9.78761          0.663628           1.49613 
          9.99018          0.904754           0.85187 
          10.1756           0.99761          0.138198 
           10.361          0.954837         -0.594263 
          10.5549          0.771569          -1.27229 
          10.7488          0.473711          -1.76136 
          10.9551         0.0809145          -1.99344 
          11.1613         -0.325456          -1.89111 
          11.3634         -0.671015          -1.48289 
          11.5654         -0.908491         -0.835808 
          11.7508         -0.998185         -0.120433 
          11.9363         -0.952141          0.611319 
          12.1304         -0.765613            1.2866 
          12.3245         -0.465165           1.77045 
          12.5306        -0.0714281           1.99489 
          12.7368          0.334282           1.88495 
          12.9384          0.677271           1.47147 
            13.14          0.911638          0.821989 
          13.3255          0.998616          0.105194 
          13.5109          0.949768         -0.625909 
          13.7052          0.760448           -1.2988 
          13.8994          0.457792          -1.77812 
          14.1055         0.0632733          -1.99599 
          14.3116         -0.341844          -1.87951 
          14.5128         -0.682623          -1.46154 
          14.7141         -0.914314          -0.81001 
          14.8996         -0.998941        -0.0920175 
           15.085         -0.947672          0.638493 
          15.2794         -0.755941           1.30928 
          15.4738         -0.451385           1.78466 
          15.6798        -0.0562103           1.99684 
          15.8859          0.348375           1.87471 
          16.0868          0.687236           1.45287 
          16.2877           0.91661          0.799563 
          16.4732          0.999189         0.0805506 
          16.6587          0.945813         -0.649422 
          16.8532          0.751987          -1.31836 
          17.0477          0.445786          -1.79028 
          17.2537         0.0500542          -1.99749 
          17.4597         -0.354054          -1.87045 
          17.6604         -0.691241          -1.44525 
