                0                 0                 4 
              0.1          0.389418           3.68424 
         0.185645          0.676192            2.9469 
         0.272926          0.887414           1.84389 
         0.361435           0.99219           0.49893 
         0.453363          0.970704          -0.96112 
         0.552666          0.802174          -2.38836 
         0.656601          0.492698           -3.4808 
         0.755234          0.120364          -3.97092 
         0.844959         -0.235995          -3.88702 
         0.932363          -0.55458          -3.32852 
          1.01922         -0.804778           -2.3743 
          1.10692         -0.959747          -1.12346 
          1.19703         -0.997134          0.302645 
          1.29222         -0.897603           1.76322 
          1.39706         -0.640333           3.07239 
          1.50037         -0.278002           3.84232 
          1.59256         0.0869371           3.98486 
          1.68065          0.425394           3.62003 
          1.76756           0.70829           2.82368 
          1.85474          0.906859           1.68574 
          1.94359          0.996832          0.318167 
          2.03613          0.958085          -1.14594 
          2.13701          0.768663          -2.55862 
           2.2407          0.445734          -3.58066 
          2.33744         0.0749664          -3.98874 
           2.4267         -0.278315          -3.84196 
          2.51396         -0.590007          -3.22959 
          2.60085         -0.829736          -2.23263 
          2.68876         -0.971207         -0.952945 
          2.77931         -0.992608          0.485453 
          2.87547         -0.874542            1.9398 
          2.98005         -0.602143           3.19355 
          3.08353         -0.230153           3.89262 
           3.1748          0.132442           3.96476 
          3.26265          0.465526           3.54014 
          3.34952          0.739097            2.6944 
          3.43683          0.924967           1.52019 
          3.52602          0.999453          0.132343 
          3.61927          0.942786           -1.3336 
          3.72202          0.731059          -2.72926 
          3.82545          0.395082          -3.67458 
          3.92052         0.0258608          -3.99866 
          4.00937         -0.323593          -3.78479 
           4.0965         -0.627253          -3.11526 
          4.18344         -0.855136          -2.07361 
           4.2716         -0.981553          -0.76476 
          4.36268          -0.98525          0.684486 
          4.46003         -0.846525            2.1294 
          4.56434         -0.558199           3.31883 
          4.66648         -0.182615           3.93274 
          4.75697          0.177367           3.93658 
          4.84461          0.504568           3.45349 
          4.93146          0.768373           2.56001 
          5.01892          0.941189           1.35152 
          5.10848          0.999908         -0.054306 
          5.20251          0.925028          -1.51959 
          5.30753          0.689676          -2.89647 
          5.41067          0.341443          -3.75961 
          5.50429        -0.0260082          -3.99865 
          5.59276         -0.370803          -3.71485 
          5.67977         -0.665322          -2.98623 
           5.7668         -0.880096          -1.89918 
          5.85525         -0.990085         -0.561865 
          5.94696          -0.97459          0.895991 
          6.04577         -0.813207            2.3279 
           6.1498         -0.508602           3.44401 
          6.24917         -0.135643           3.96303 
          6.33906          0.221661           3.90049 
          6.42652          0.542451           3.36035 
          6.51338          0.796071           2.42081 
          6.60102          0.955492           1.18007 
          6.69098          0.998177         -0.241413 
          6.78587          0.904775          -1.70356 
           6.8908          0.652678          -3.03054 
          6.99406          0.293712          -3.82358 
          7.08658        -0.0719088          -3.98964 
          7.17475         -0.412018           -3.6447 
          7.26169         -0.697872          -2.86489 
          7.34882         -0.900521          -1.73925 
          7.43757         -0.995505         -0.378817 
           7.5299         -0.962569           1.08414 
          7.63022         -0.780234           2.50195 
          7.73399         -0.461739           3.54806 
          7.83133        -0.0904681            3.9836 
          7.92075          0.263912           3.85819 
          8.00806          0.578015           3.26411 
          8.09493           0.82137           2.28158 
          8.18276          0.967496           1.01155 
          8.27316          0.994396         -0.422892 
          8.36898          0.882716          -1.87963 
          8.47364           0.61544          -3.15273 
          8.57706          0.246692          -3.87638 
          8.66864         -0.116762          -3.97264 
          8.75656         -0.451761          -3.56856 
          8.84345         -0.728608          -2.73972 
          8.93071         -0.918914          -1.57783 
          9.01978          -0.99879         -0.196747 
          9.11278         -0.948355           1.26884 
          9.21484         -0.744474           2.67061 
          9.31836         -0.412926           3.64306 
          9.41399        -0.0431574           3.99627 
          9.50297          0.307707           3.80592 
          9.59014          0.614265            3.1564 
          9.67707          0.846382            2.1303 
          9.76513          0.978156           0.83148 
          9.85602          0.988139         -0.614241 
          9.95293           0.85677          -2.06279 
          10.0573          0.573999          -3.27542 
          10.1605          0.197228          -3.92143 
          10.2512         -0.163535          -3.94615 
          10.3389         -0.492616          -3.48099 
          10.4258         -0.759486          -2.60209 
          10.5132         -0.936377          -1.40399 
          10.6027                -1       -0.00347963 
          10.6964         -0.930784           1.46228 
          10.8007         -0.702909           2.84512 
          10.9039         -0.358375           3.73431 
           10.998        0.00966231           3.99981 
          11.0866          0.355996           3.73795 
          11.1736           0.65347           3.02781 
          11.2606          0.872442           1.95487 
           11.349          0.987668          0.626257 
          11.4405          0.978277         -0.829206 
          11.5388           0.82414          -2.26555 
          11.6429          0.524601          -3.40539 
          11.7431           0.15093          -3.95418 
          11.8332         -0.207281          -3.91313 
          11.9207         -0.530219          -3.39144 
          12.0075         -0.787208          -2.46675 
          12.0951         -0.951037          -1.23631 
          12.1849         -0.998983           0.18032 
          12.2795         -0.911662           1.64376 
          12.3846         -0.664779           2.98816 
          12.4878         -0.309231           3.80395 
          12.5806         0.0570217           3.99349 
          12.6689           0.39871           3.66831 
          12.7559          0.687434           2.90499 
           12.843          0.894071            1.7917 
          12.9316          0.993972          0.438548 
          13.0237          0.966742          -1.02302 
          13.1235           0.79131          -2.44566 
          13.2274          0.477263          -3.51504 
          13.3253          0.105479          -3.97769 
          13.4149         -0.249917          -3.87307 
          13.5023         -0.566298           -3.2968 
          13.5891         -0.813114          -2.32842 
          13.6769         -0.963702          -1.06793 
          13.7672         -0.995886          0.362444 
          13.8626         -0.890333           1.82124 
          13.9674         -0.628062           3.11265 
