4.712389e+00 -3.552714e-13 
1.099557e+01 -1.719513e-12 
1.727876e+01 1.477929e-12 
2.356194e+01 -1.113776e-12 
2.984513e+01 -1.726619e-12 
3.612832e+01 -3.048228e-12 
4.241150e+01 -4.298784e-12 
4.869469e+01 -3.510081e-12 
5.497787e+01 -3.922196e-12 
6.126106e+01 -5.115908e-13 
6.754424e+01 3.418155e-12 
7.382743e+01 -1.046274e-12 
8.011061e+01 3.112177e-12 
8.639380e+01 -3.197442e-14 
9.267698e+01 1.051603e-12 
9.896017e+01 -2.330580e-12 
1.052434e+02 -8.242296e-13 
1.115265e+02 -1.145395e-11 
1.178097e+02 1.435296e-12 
1.240929e+02 -2.451372e-12 
1.303761e+02 -8.412826e-12 
1.366593e+02 1.627143e-12 
1.429425e+02 -1.777067e-11 
1.492257e+02 -1.359979e-11 
1.555088e+02 -6.991741e-12 
1.617920e+02 -1.952571e-11 
1.680752e+02 1.934097e-11 
1.743584e+02 -6.972201e-14 
1.806416e+02 3.284484e-12 
1.869248e+02 -5.364598e-12 
1.932079e+02 -4.845901e-12 
1.994911e+02 -5.734080e-12 
2.057743e+02 3.552714e-13 
2.120575e+02 1.794831e-11 
2.183407e+02 1.674039e-11 
2.246239e+02 5.133671e-13 
2.309071e+02 5.563550e-12 
2.371902e+02 -9.361401e-12 
2.434734e+02 -3.801404e-12 
2.497566e+02 -1.185896e-11 
2.560398e+02 2.232525e-11 
2.623230e+02 4.732215e-12 
2.686062e+02 -1.820055e-11 
2.748894e+02 -1.210942e-11 
2.811725e+02 -2.279066e-11 
2.874557e+02 4.233414e-11 
2.937389e+02 1.026866e-08 
3.000221e+02 -2.376765e-11 
3.063053e+02 3.262812e-11 
3.125885e+02 -1.752198e-11 
3.188717e+02 -7.379097e-12 
3.251548e+02 -6.885159e-12 
3.314380e+02 3.435474e-11 
3.377212e+02 6.309619e-12 
3.440044e+02 6.195933e-12 
3.502876e+02 7.034373e-13 
3.565708e+02 -1.196554e-11 
3.628540e+02 -3.439027e-12 
3.691371e+02 2.210121e-12 
3.754203e+02 4.124345e-11 
3.817035e+02 -2.508216e-12 
3.879867e+02 -1.034550e-11 
3.942699e+02 2.735590e-11 
4.005531e+02 -1.908518e-11 
4.068362e+02 4.479261e-11 
4.131194e+02 2.096101e-11 
4.194026e+02 -2.084555e-12 
4.256858e+02 1.008260e-11 
4.319690e+02 -7.325696e-12 
4.382522e+02 -9.919177e-12 
4.445354e+02 -1.558220e-11 
4.508185e+02 6.792789e-12 
4.571017e+02 2.306422e-11 
4.633849e+02 4.854250e-11 
4.696681e+02 7.933210e-12 
4.759513e+02 -4.384049e-12 
4.822345e+02 -2.438583e-11 
4.885177e+02 -2.167155e-11 
4.948008e+02 8.967049e-12 
5.010840e+02 3.306866e-11 
5.073672e+02 1.169553e-11 
5.136504e+02 -1.785061e-11 
5.199336e+02 -5.119460e-12 
5.262168e+02 4.422418e-11 
5.325000e+02 -4.977352e-11 
5.387831e+02 -2.623324e-11 
5.450663e+02 -5.491074e-11 
5.513495e+02 -4.652634e-11 
5.576327e+02 -4.959588e-12 
5.639159e+02 6.686385e-11 
5.701991e+02 -9.649526e-11 
5.764823e+02 2.449951e-11 
5.827654e+02 4.951062e-11 
5.890486e+02 4.483525e-12 
5.953318e+02 8.945733e-11 
6.016150e+02 -2.687273e-11 
6.078982e+02 -8.931522e-11 
6.141814e+02 5.265122e-12 
6.204645e+02 5.496759e-11 
6.267477e+02 -1.313083e-11 
6.330309e+02 -3.058886e-11 
6.393141e+02 2.597744e-11 
6.455973e+02 -3.552714e-12 
6.518805e+02 4.354206e-11 
6.581637e+02 5.225864e-11 
6.644468e+02 -9.982770e-11 
6.707300e+02 -4.436629e-11 
6.770132e+02 -6.750867e-11 
6.832964e+02 -7.342749e-11 
6.895796e+02 -6.492940e-11 
6.958628e+02 3.859668e-11 
7.021460e+02 -6.507683e-11 
7.084291e+02 -7.512213e-11 
7.147123e+02 -4.641976e-11 
7.209955e+02 -4.957457e-11 
7.272787e+02 -3.567635e-11 
7.335619e+02 -4.837375e-11 
7.398451e+02 -7.126744e-11 
7.461283e+02 -2.247225e-11 
